week,category,weekly_rank,show_title,weekly_views,keywords,title_image_url
2024-12-22,Films (English),9,Cold Blood Legacy,5000000.0,"hitman, mysterious woman, washington state, contract killer, hunting lodge",https://image.tmdb.org/t/p/w500/uGMIxhhMvQEE0mNlATXpEAG4mgl.jpg
2024-12-22,Films (English),10,The Dead Don't Die,4900000.0,"hermit, small town, pennsylvania, usa, cemetery, breaking the fourth wall, b movie, zombie, police officer, horror comedy",https://image.tmdb.org/t/p/w500/ndvOjo7Nfk8ULnFLMXthPzhI62L.jpg
2024-12-22,Films (Non-English),5,Camp Crasher,1700000.0,"bus driver, single mother, camping trip, mother son relationship",https://image.tmdb.org/t/p/w500/dsLTwYtpi7CtkA8ONH3CuYnjAXj.jpg
2024-12-22,Films (Non-English),7,Vicky Vidya ka Woh Wala Video,1200000.0,sex tape,https://image.tmdb.org/t/p/w500/hm9j4VnJPskQ8aQC50j9kkYc8EZ.jpg
2024-12-22,Films (Non-English),9,Sikandar Ka Muqaddar,1000000.0,,https://image.tmdb.org/t/p/w500/eWUh4rgxtgypgnOa6uGMnUt01ux.jpg
2024-12-22,TV (English),5,Jamie Foxx: What Had Happened Was...,2400000.0,"stand-up comedy, atlanta, georgia, spectacle, appreciative",https://image.tmdb.org/t/p/w500/4KzwXRpiUA765QTDynsfdbQsqGN.jpg
2024-12-22,TV (English),6,The Ultimatum: Marry or Move On,2100000.0,,
2024-12-22,TV (English),7,Aaron Rodgers: Enigma,1800000.0,,
2024-12-22,TV (English),8,Ronny Chieng: Love to Hate It,1500000.0,stand-up comedy,https://image.tmdb.org/t/p/w500/pGoB87zqMKedBsdaAHYzMq2cE7u.jpg
2024-12-22,TV (English),9,A Man on the Inside,1400000.0,,https://image.tmdb.org/t/p/w500/oD6h41uNijH3u0FVnN0cKXbCMDL.jpg
2024-12-22,TV (English),10,Arcane,1200000.0,"china, shanghai, china, manchuria, biography, siberia, 1900s, short film",https://image.tmdb.org/t/p/w500/tSY0FtnDCu40xEQuhOwpbdFXM7p.jpg
2024-12-22,TV (Non-English),9,Mismatched,1400000.0,"youtube, short film, animation",https://image.tmdb.org/t/p/w500/vBdQhHUkt8mBAWaMpebwYwSg4N0.jpg
2024-12-22,TV (Non-English),10,The Empress,1300000.0,,https://image.tmdb.org/t/p/w500/5kqaWShpShGdE49DNEOgLESjVsQ.jpg
2024-12-15,Films (English),3,Mary,13200000.0,"coming of age, christmas, jesus christ",https://image.tmdb.org/t/p/w500/wpApuf1xky92ug8n5mP5aP7DiDy.jpg
2024-12-15,Films (English),5,It Ends With Us,10900000.0,"based on novel or book, love triangle, abusive father, trauma, florist, flashback, love, domestic abuse, domestic violence, repressed trauma, abusive relationship, adaptation, romantic drama",https://image.tmdb.org/t/p/w500/cSMdFWmajaX4oUMLx7HEDI84GkP.jpg
2024-12-15,Films (English),7,Subservience,8700000.0,"artificial intelligence (a.i.), robot, sex scene",https://image.tmdb.org/t/p/w500/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg
2024-12-15,Films (English),10,Hotel Transylvania 3: Summer Vacation,4400000.0,"monster, vampire, vacation, cruise ship, summer vacation, dracula",https://image.tmdb.org/t/p/w500/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg
2024-12-15,Films (Non-English),8,Thangalaan,1500000.0,"oppression, tribal people, mystical character, british oppression",https://image.tmdb.org/t/p/w500/dAci50FwevkdWIUzQWpdz7kSKHe.jpg
2024-12-15,Films (Non-English),9,The Wolf's Call,1200000.0,"nuclear missile, chain of command, sonar, nuclear submarine, french army",https://image.tmdb.org/t/p/w500/8bxIzp9w9l9ZzGVwNaIKOaem05A.jpg
2024-12-15,Films (Non-English),10,Upon Open Sky,1000000.0,,https://image.tmdb.org/t/p/w500/4KIHYn1ggV4m29QsThEpnSGOFph.jpg
2024-12-15,TV (English),6,La Brea,2600000.0,"1970s, 1980s, brazilian cinema, actress, famous actress",
2024-12-15,TV (English),7,A Nonsense Christmas with Sabrina Carpenter,2000000.0,"holiday, christmas, variety special, holiday special, spectacle, celebratory, cheerful",https://image.tmdb.org/t/p/w500/w6gBjvivsWwTbvz0bBAIxszOnWL.jpg
2024-12-15,TV (English),9,The Kings of Tupelo: A Southern Crime Saga,1800000.0,,
2024-12-15,TV (English),10,Cold Case: Who Killed JonBenét Ramsey,1800000.0,,
2024-12-15,TV (Non-English),8,The Trunk,1800000.0,,
2024-12-15,TV (Non-English),9,The Tale of Lady Ok,1700000.0,,
2024-12-15,TV (Non-English),10,Nevertheless : The Shapes of Love,1100000.0,,
2024-12-08,Films (English),5,Twas the Text Before Christmas,8400000.0,"holiday, christmas, heartfelt, charming, feel-good",https://image.tmdb.org/t/p/w500/e1fvQdD63RP2MS9jCB8jzg7fkdr.jpg
2024-12-08,Films (English),7,Spellbound,5300000.0,"magic, kingdom, musical, 3d animation, kids, adoring",https://image.tmdb.org/t/p/w500/4dSrwXJNKtMtlkwJPgZMkjjuHvD.jpg
2024-12-08,Films (English),8,A Royal Date for Christmas,5300000.0,christmas,https://image.tmdb.org/t/p/w500/hirAgrKOkqhArsRI83KszcLnGpo.jpg
2024-12-08,Films (Non-English),5,The Snow Sister,2900000.0,"holiday, sister, death, christmas, boy, life",https://image.tmdb.org/t/p/w500/ArMZ9DEw3ajkLYNmj3iXdveO9oQ.jpg
2024-12-08,Films (Non-English),8,The Waiter,1900000.0,,https://image.tmdb.org/t/p/w500/ilceXk07zYyYqBI9fJAFj60DJi9.jpg
2024-12-08,Films (Non-English),9,Sleeping Princess,1600000.0,based on children's book,https://image.tmdb.org/t/p/w500/2snH1Itt1Zs20KFLyIFqPOkyJaV.jpg
2024-12-08,Films (Non-English),10,GTMAX,1600000.0,,https://image.tmdb.org/t/p/w500/bx92hl70NUhojjO3eV6LqKllj4L.jpg
2024-12-08,TV (English),6,Is It Cake? Holiday,3100000.0,,
2024-12-08,TV (English),10,The Later Daters,1800000.0,,
2024-12-08,TV (Non-English),6,Asaf,2300000.0,,
2024-12-08,TV (Non-English),9,Sisters' Feud,1600000.0,obsession,https://image.tmdb.org/t/p/w500/gpHUMnEROUYxM4uiU4AEsYa5A6E.jpg
2024-12-08,TV (Non-English),10,Valle Salvaje,1300000.0,,https://image.tmdb.org/t/p/w500/ygTLJI2uDhmrWEQX5bVyTl29xEE.jpg
2024-12-01,Films (English),3,The Merry Gentlemen,9800000.0,"dancer, holiday, love, nightclub owner, male stripper, male stripping, christmas, life, cliché, embarrassed",https://image.tmdb.org/t/p/w500/4t80WORFWqDYf4BRwV2jrXNHJdN.jpg
2024-12-01,Films (English),4,Madagascar: Escape 2 Africa,6100000.0,"dance, friendship, jealousy, airplane, africa, hunger, lion, zoo, hippopotamus, giraffe, chimp, penguin, cartoon, villain, volcano, zebra, sequel, slapstick comedy, madagascar, friends, shark, animals, duringcreditsstinger, lemur, talking animal, understated",https://image.tmdb.org/t/p/w500/agRbLOHgN46TQO4YdKR462iR7To.jpg
2024-12-01,Films (English),5,Daddy's Home 2,5300000.0,"holiday, sequel, christmas",https://image.tmdb.org/t/p/w500/rF2IoKL0IFmumEXQFUuB8LajTYP.jpg
2024-12-01,Films (English),6,The Hunt,5200000.0,"hunter, superhero, villain, based on comic, supervillain, antihero, intense",https://image.tmdb.org/t/p/w500/wxPhn4ef1EAo5njxwBkAEVrlJJG.jpg
2024-12-01,Films (English),7,Hot Frosty,5000000.0,"holiday, romcom, romance, anthropomorphism, love, snowman, christmas, quirky, cheerful, feel-good",https://image.tmdb.org/t/p/w500/waW6R5WJQSxq65gwBkvnKlseU6n.jpg
2024-12-01,Films (English),8,13 Hours: The Secret Soldiers of Benghazi,4900000.0,"central intelligence agency (cia), based on novel or book, libya, assault rifle, mercenary, heroism, biography, based on true story, explosion, american abroad, death, u.s. ambassador",https://image.tmdb.org/t/p/w500/AskDcQ6Sa6jImyt2KDQbgRuPebH.jpg
2024-12-01,Films (English),10,Buy Now: The Shopping Conspiracy,4000000.0,"marketing, consumerism, internet, shopping, internet culture, shocking, sale, trickery, stealth marketing, home shopping, closing the salesdeal",https://image.tmdb.org/t/p/w500/n49IHIjqreWrIh6ty0aAxmR6SCs.jpg
2024-12-01,Films (Non-English),5,The Lost Children,3100000.0,"amazon rainforest, indigenous peoples, plane crash",https://image.tmdb.org/t/p/w500/5Te2bKuSyVkqt0m2GdSueU4dfCZ.jpg
2024-12-01,Films (Non-English),6,Devara,2800000.0,"sea, ship, red sea, boat, fear, battle, unassuming, swords, ships, violence, boats",https://image.tmdb.org/t/p/w500/A9ENz6d4lC3UYOX8Z1gJwDEo1sM.jpg
2024-12-01,Films (Non-English),7,Maybe Baby 2,2300000.0,,https://image.tmdb.org/t/p/w500/5ikADeVa7HAEOMmi0CZWiT95KHl.jpg
2024-12-01,Films (Non-English),8,Bagheera,1700000.0,,https://image.tmdb.org/t/p/w500/6Sx9vGOozrntDzlZnePoHitJakZ.jpg
2024-12-01,Films (Non-English),9,Let Go,1500000.0,,https://image.tmdb.org/t/p/w500/hIJRqqAaMUtQ13mZL6lCE6myhXH.jpg
2024-12-01,Films (Non-English),10,Conquer: Lahad Datu,1500000.0,"operation, politics, based on true story, soldier, military, based on real person",https://image.tmdb.org/t/p/w500/jpyuq6ClXoTyeNnjRKO5iI6v4SM.jpg
2024-12-01,TV (English),6,Cobra Kai,2600000.0,,https://image.tmdb.org/t/p/w500/8fuUjqSG416lycsnD3iuf8puixk.jpg
2024-12-01,TV (English),7,Anthony Jeselnik: Bones and All,2400000.0,"stand-up comedy, ambivalent",https://image.tmdb.org/t/p/w500/lU96zGB4H8X1Jkrmh40J3I1enjE.jpg
2024-12-01,TV (English),8,The Creature Cases,2300000.0,,
2024-12-01,TV (English),10,Outer Banks,1600000.0,,
2024-12-01,TV (Non-English),7,Adoration,2600000.0,"schizophrenia, coming of age, teenage girl, teenage boy, nature, teenage protagonist",https://image.tmdb.org/t/p/w500/crOV6AZSgWehpctIrzmVDHkYyCT.jpg
2024-12-01,TV (Non-English),8,The Cage,2100000.0,"gay theme, boys' love (bl)",https://image.tmdb.org/t/p/w500/e4shwzjsChOij0dvfwHbDNSiUdD.jpg
2024-12-01,TV (Non-English),9,The Helicopter Heist,2100000.0,,https://image.tmdb.org/t/p/w500/gymApKAWObUg1ZyVDOOb5XFUduE.jpg
2024-11-24,Films (English),5,Ready or Not,7500000.0,"escape, ritual, marriage, satanism, games, gore, pact with the devil, wealth, murder, wedding, exploding body, wedding dress, satanic cult, ironic, death game, absurd, frightened, horrified",https://image.tmdb.org/t/p/w500/oJD9KQFoObZmxAS1je56SIFVNJt.jpg
2024-11-24,Films (English),7,Meet Me Next Christmas,5900000.0,"new york city, hopeless romantic, loving, romantic, admiring, celebratory, comforting, hopeful, joyful",https://image.tmdb.org/t/p/w500/tPRH0Rm00esNefnI1ZxQqTTIpzJ.jpg
2024-11-24,Films (English),10,Rob Peace,3300000.0,"based on novel or book, biography, based on true story, yale university, racism, hardship, 1980s, 1990s, 2000s, 2010s, shooting, newark, new jersey, absent father, tragic, based on real person",https://image.tmdb.org/t/p/w500/1BwKbTidW5QaEKb1pVY3p4u9cVg.jpg
2024-11-24,Films (Non-English),6,Un/Happy For You,1400000.0,,https://image.tmdb.org/t/p/w500/wQ80tPzGP5gnrtoXV9JFWVlQVJL.jpg
2024-11-24,Films (Non-English),7,Pilot,1100000.0,,
2024-11-24,Films (Non-English),8,The Buckingham Murders,1100000.0,"mother, detective, grief, murder, murder mystery, child",https://image.tmdb.org/t/p/w500/opWu2Qf1g5OfAWP4HdmH4ildwuV.jpg
2024-11-24,TV (English),6,Our Oceans,2100000.0,,
2024-11-24,TV (English),7,The Diplomat,2000000.0,"diplomat, bratva (russian mafia), mi6, death threat",https://image.tmdb.org/t/p/w500/uwl9Y4px8TTIQK4N19k6gnW1RnX.jpg
2024-11-24,TV (English),8,The Fairly OddParents: A New Wish,2000000.0,,
2024-11-24,TV (English),9,Jake Paul vs. Mike Tyson,1800000.0,"live broadcast, boxing",https://image.tmdb.org/t/p/w500/dZqlRhJBcuHNQgoxC8phKgWC6W8.jpg
2024-11-24,TV (English),10,The Lincoln Lawyer,1700000.0,"california, prostitute, based on novel or book, judge, attempted murder, video surveillance, jury, playboy, private investigator, lawyer, crime scene, motorcycle gang, courtroom, defense attorney, divorced father, uncover truth, courtroom drama, car driver, innocent in jail, murder of a prostitute, legal thriller, defense lawyer, attorney client privilege, high-profile client",https://image.tmdb.org/t/p/w500/gOn8Ve9Yi8fxjRkmLr5BZoOc7KV.jpg
2024-11-24,TV (Non-English),8,900 Days Without Anabel,2200000.0,,
2024-11-24,TV (Non-English),9,Mr. Plankton,2100000.0,,
2024-11-24,TV (Non-English),10,Beyond Goodbye,2000000.0,,
2024-11-17,Films (English),4,Alita: Battle Angel,6200000.0,"martial arts, bounty hunter, dystopia, extreme sports, superhero, cyberpunk, based on manga, female cyborg, live action remake, floating city, gunnm, suspenseful, assertive, enraged, straightforward",https://image.tmdb.org/t/p/w500/xRWht48C2V8XNfzvPehyClOvDni.jpg
2024-11-17,Films (English),5,Focus,5400000.0,"seduction, con man, illusion, deception, rivalry, femme fatale, con artist, illusionist",https://image.tmdb.org/t/p/w500/j6YcokvYBLSRLBQ4LxeeY6B1Aso.jpg
2024-11-17,Films (English),7,Time Cut,4900000.0,"high school, time travel, time machine, serial killer, teenage girl, woman director, murder mystery, 2000s, absurd, cliché, 2020s",https://image.tmdb.org/t/p/w500/gzMFMmpJHOmOFKsAhSDac62Dyg2.jpg
2024-11-17,Films (English),8,Don't Move,3500000.0,"paralysis, absurd, disheartening",https://image.tmdb.org/t/p/w500/cRDJxdnRb7ikKd6fVJTrGeaL34v.jpg
2024-11-17,Films (English),9,The Lost City,3400000.0,duringcreditsstinger,https://image.tmdb.org/t/p/w500/p1WPGGPVHHVJwTjmUaCsbTNATgn.jpg
2024-11-17,Films (English),10,Return of the King: The Fall and Rise of Elvis Presley,3300000.0,"pop culture, us army, biography, downfall, archive footage, old photograph, 1960s, old footage, celebrity interview, music documentary, rock-and-roll, cultural icon, testimony",https://image.tmdb.org/t/p/w500/eijfr4QiMu1ZK2XfBNd9KjoRmau.jpg
2024-11-17,Films (Non-English),4,Umjolo: The Gone Girl,2600000.0,,https://image.tmdb.org/t/p/w500/3h6SyezeKyT7VpEHyLqckbBZuoM.jpg
2024-11-17,Films (Non-English),5,Pedro Páramo,2300000.0,"based on novel or book, magical realism",https://image.tmdb.org/t/p/w500/gugzjPIalz5hy2RbVxqXCpXWanj.jpg
2024-11-17,Films (Non-English),9,Ipar Adalah Maut,1600000.0,"husband wife relationship, brother-in-law, marriage, based on true story, love, betrayal, couple, religious, based on viral tiktok",https://image.tmdb.org/t/p/w500/yBnfwE2aUXyZojWQNSYjBz62qzG.jpg
2024-11-17,Films (Non-English),10,Do Patti,1500000.0,"twins, thriller",https://image.tmdb.org/t/p/w500/cqStHxRVUtFNaNnJtieHeXIackv.jpg
2024-11-17,TV (English),5,Countdown: Paul vs. Tyson,4800000.0,,
2024-11-17,TV (English),7,Investigation Alien,3000000.0,,
2024-11-17,TV (English),10,Beauty in Black,2200000.0,,
2024-11-17,TV (Non-English),2,Bank Under Siege,4200000.0,,
2024-11-17,TV (Non-English),6,Murder Mindfully,2700000.0,,
2024-11-17,TV (Non-English),7,A Virtuous Business,1400000.0,,
2024-11-17,TV (Non-English),8,The Law According to Lidia Poët,1400000.0,,
2024-11-10,Films (English),4,Martha,6200000.0,"celebrity, stockbroker, female empowerment, insider trading, social media influencer, life and career, documentary, martha stewart, tv personality, convicted, american businesswoman",https://image.tmdb.org/t/p/w500/4WN19oCTXlK8jXC0QZgNkBpcJcw.jpg
2024-11-10,Films (English),5,Sing,4200000.0,"anthropomorphism, singing, flood, singing competition, illumination, brisk",https://image.tmdb.org/t/p/w500/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg
2024-11-10,Films (English),8,Just Go With It,3600000.0,"friendship, hawaii, assistant, plastic surgery, romcom, waterfall, falling in love, older man younger woman relationship, young woman, family vacation, single mother, plastic surgeon, divorced, schoolteacher, rich man, favor, elaborate ruse, pretending to be wife, pretend marriage, backstory, lies to cover lies, pretend family, sorority sister",https://image.tmdb.org/t/p/w500/ez1EDULOCUUCySHOZU6tz97qbtM.jpg
2024-11-10,Films (English),9,The Angry Birds Movie 2,3300000.0,"island, rivalry, sequel, family, animal kingdom, cliché",https://image.tmdb.org/t/p/w500/dz3AjGWAPV4cK8lRDY0DdaVfGUK.jpg
2024-11-10,Films (English),10,Harold and the Purple Crayon,3300000.0,"based on children's book, live action and animation, crayon, imagination, moose",https://image.tmdb.org/t/p/w500/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg
2024-11-10,Films (Non-English),8,Escape,1900000.0,"escape, survival, sex trafficking, aggressive, ambivalent",https://image.tmdb.org/t/p/w500/75YBLsA38KAJfL4D4plgcmquAE1.jpg
2024-11-10,Films (Non-English),9,The Shadow Strays,1700000.0,"mission, martial arts, assassin, gangster, redemption, revenge, gang, female protagonist, female assassin, one man army, complex, sympathetic",https://image.tmdb.org/t/p/w500/cfkcrKySRyJiIdLo6c6kNSyLFh7.jpg
2024-11-10,TV (English),8,Territory,2400000.0,,https://image.tmdb.org/t/p/w500/uB65hIsw8kiBJGi0cG3mfMaRahf.jpg
2024-11-10,TV (English),9,This Is the Zodiac Speaking,2100000.0,"killing, investigation, serial killer, 1960s, cold case, zodiac killer",https://image.tmdb.org/t/p/w500/3VT8OcUPzZPIPdl0pzmvgelOLHJ.jpg
2024-11-10,TV (Non-English),4,Don’t Come Home,2900000.0,,https://image.tmdb.org/t/p/w500/vTnobAK7pAJzhgu7ZNxeg4ALg35.jpg
2024-11-10,TV (Non-English),6,"Go Ahead, Brother",2400000.0,,
2024-11-10,TV (Non-English),8,Demon Slayer: Kimetsu no Yaiba,2000000.0,"compilation, based on manga, demon, edited from tv series, shounen, anime, based on anime, animated horror, brother sister relationship",https://image.tmdb.org/t/p/w500/3daOEMQCOGU2n9EbUC0PICnUCek.jpg
2024-11-10,TV (Non-English),9,Pinkfong Little Dino School,1900000.0,,
2024-11-10,TV (Non-English),10,Dragon Ball DAIMA,1300000.0,"martial arts, based on manga, anime, bold",https://image.tmdb.org/t/p/w500/5h3okzbCgJ9iEGelXoXVh1tlqGi.jpg
2024-11-03,Films (English),3,Hijack '93,7300000.0,,https://image.tmdb.org/t/p/w500/nrwTBMlexcgy11MXRVRz8IZrfTI.jpg
2024-11-03,Films (English),5,Woman of the Hour,5700000.0,"new york city, california, wyoming, usa, rape, photographer, 1970s, based on true story, serial killer, female protagonist, true crime, audition, woman director, sexual assault, aggressive, aspiring actress, introspective, 20th century, actress, violence",https://image.tmdb.org/t/p/w500/nc9ZqrJFbcUdlMg9lxXXtJb24jU.jpg
2024-11-03,Films (English),8,Baywatch,4100000.0,"drug dealer, sea, beach, yacht, life-saver, lifeguard, rookie, vigilantism",https://image.tmdb.org/t/p/w500/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg
2024-11-03,Films (English),9,Lonely Planet,3100000.0,"morocco, writer's block, writer, older woman younger man relationship",https://image.tmdb.org/t/p/w500/sH7Orig1yqa6ojMLIzLDxA2GRkH.jpg
2024-11-03,Films (English),10,Venom: Let There Be Carnage,3000000.0,"hero, psychopath, superhero, anti hero, villain, alien life-form, based on comic, sequel, fear, aftercreditsstinger, symbiote, carnage",https://image.tmdb.org/t/p/w500/pzKsRuKLFmYrW5Q0q8E8G78Tcgo.jpg
2024-11-03,Films (Non-English),4,Justice,4100000.0,abandoned mine,https://image.tmdb.org/t/p/w500/uqvjf3HOGiWLgUB6h15yKb2p2x6.jpg
2024-11-03,Films (Non-English),6,Meiyazhagan,2800000.0,family,https://image.tmdb.org/t/p/w500/ngDEH7YqVaMCAD4LpNxRl6ScJnw.jpg
2024-11-03,Films (Non-English),7,Uprising,1500000.0,"rebellion, jewish ghetto, world war ii, deportation, uprising, nazi officer",https://image.tmdb.org/t/p/w500/fUJ4gdDalRIoZcFEeYRfyOlBFoJ.jpg
2024-11-03,Films (Non-English),8,Gigantes,1400000.0,,https://image.tmdb.org/t/p/w500/4M6WRKhosZZjhp6AHFO0M19E1K.jpg
2024-11-03,Films (Non-English),9,Outside,1300000.0,"village, abandoned house, survival, zombie, psychological thriller, family, survival horror, mental health, farm house, zombie apocalypse, small village, aggressive, post apocalypse, secret, tense",https://image.tmdb.org/t/p/w500/e2YYJYZrQkodvMGfgdSUH5LBPpr.jpg
2024-11-03,Films (Non-English),10,The Platform 2,1200000.0,"capitalism, survival, anarchism, semi-prequel, secret prison, food shortage, social experiment, social dynamics",https://image.tmdb.org/t/p/w500/tvIpBg12IIA5Dr9Sjn38ygS1vQp.jpg
2024-11-03,TV (English),6,The Manhattan Alien Abduction,4000000.0,,
2024-11-03,TV (English),7,Nobody Wants This,2700000.0,"village, lithuania",https://image.tmdb.org/t/p/w500/jXaWQ7SBn5qRqXTu3IP06ZroMaL.jpg
